ID,label,time,acc_x_min,acc_x_max,acc_x_avg,acc_x_std,acc_x_AUC,acc_x_pk,acc_x_cn,acc_x_pw,acc_y_min,acc_y_max,acc_y_avg,acc_y_std,acc_y_AUC,acc_y_pk,acc_y_cn,acc_y_pw,acc_z_min,acc_z_max,acc_z_avg,acc_z_std,acc_z_AUC,acc_z_pk,acc_z_cn,acc_z_pw,gyr_x_min,gyr_x_max,gyr_x_avg,gyr_x_std,gyr_x_AUC,gyr_x_pk,gyr_x_cn,gyr_x_pw,gyr_y_min,gyr_y_max,gyr_y_avg,gyr_y_std,gyr_y_AUC,gyr_y_pk,gyr_y_cn,gyr_y_pw,gyr_z_min,gyr_z_max,gyr_z_avg,gyr_z_std,gyr_z_AUC,gyr_z_pk,gyr_z_cn,gyr_z_pw
0,,0,1.125847032703566,-0.055417213097566594,1.2123746085525713,-0.8444886507055867,6.942595150040583,-0.42806038008087344,-0.9534357429374963,17.649831069956434,-0.05166648332385867,-0.8434505080118685,-0.7939422924123964,-0.8660675086083288,-0.6497449753360064,-0.42806038008087344,-0.04907406288887223,-0.18667506993854854,0.36136045937099476,-0.5769306510200671,-0.10494806380977664,-0.86128880871253,1.9575592473700898,-0.42806038008087344,-0.9534357429374963,5.838920702953847,0.6539831087162469,-0.8256316615120167,-0.01617800093206227,-0.7832083838159877,-0.016178000932063345,-0.4227038140926127,-0.22466357423795885,-0.8631081266710697,1.0098559336243451,-0.8103711503889135,0.014750371133098116,-0.903473202239659,0.014750371133097163,-0.4227038140926127,1.5231645888463756,-1.0453317879037314,0.9067043901727225,-0.828324692886682,-0.020520446001703885,-0.8729794894270391,-0.020520446001705016,-0.4227038140926127,-0.04691833731412826,-1.0041508511261186
1,,1.0,1.125847032703566,-0.055417213097566594,1.213809026138816,-0.8298254880823142,1.1375749208363237,-0.27396764475973945,-0.5522360760531801,0.11561761566041891,-0.04114744508294105,-0.8517413381610823,-0.7945003999556027,-0.8692576350110627,-0.7718477351783719,-0.27396764475973945,-0.12488085077530096,-0.7807023773675574,0.3669293619691276,-0.5793572354539834,-0.10520941337944219,-0.8617235542327224,-0.11649661783846549,-0.27396764475973945,-0.5522360760531801,-0.4772218782476872,0.6539831087162469,0.2749204936011899,1.3725266930945041,0.3598702313519532,1.372526693094516,-0.4227038140926127,-0.846771903471366,0.2838790997542211,0.058282945283125845,0.00202664763510933,-0.2126736403333463,-0.15994400857621857,-0.21267364033334768,-0.1352030581840341,-0.6690266665475354,-0.17898642691384653,0.6372209829053581,0.045115149629753694,0.6685886295711078,-0.1564235491831611,0.6685886295711183,-0.4227038140926127,-0.6097782542395919,-0.19889075266624773
2,,2.0,1.125847032703566,-0.055417213097566594,1.213809026138816,-0.8298254880823142,1.1375749208363237,-0.27396764475973945,-0.5522360760531801,0.11561761566041891,-0.04114744508294105,-0.8517413381610823,-0.7945003999556027,-0.8692576350110627,-0.7718477351783719,-0.27396764475973945,-0.12488085077530096,-0.7807023773675574,0.3669293619691276,-0.5793572354539834,-0.10520941337944219,-0.8617235542327224,-0.11649661783846549,-0.27396764475973945,-0.5522360760531801,-0.4772218782476872,0.6539831087162469,0.839559405156008,2.913216964558528,1.3132749327219833,2.9132169645585515,-0.4227038140926127,-1.0541413465491682,0.5317685943860986,0.840945281222313,0.17527833273857488,0.5264197497644892,-0.18106432754655877,0.5264197497644889,-0.3268702287897532,-0.846771903471366,-0.358791853837952,0.9067043901727225,-0.07786661647996036,1.0724591191598527,-0.03482019452863694,1.0724591191598625,-0.4227038140926127,-0.9356445219332813,-0.28903066702866936
3,,3.0,1.125847032703566,-0.055417213097566594,1.213809026138816,-0.8298254880823142,1.1375749208363237,-0.27396764475973945,-0.5522360760531801,0.11561761566041891,-0.04114744508294105,-0.8517413381610823,-0.7945003999556027,-0.8692576350110627,-0.7718477351783719,-0.27396764475973945,-0.12488085077530096,-0.7807023773675574,0.3669293619691276,-0.5793572354539834,-0.10520941337944219,-0.8617235542327224,-0.11649661783846549,-0.27396764475973945,-0.5522360760531801,-0.4772218782476872,0.3870784900351732,-0.25560668720786806,0.2091209842237065,-0.24905928618459933,0.2091209842237045,0.056464112421684975,-0.7875234911634226,-0.29534684586494164,0.31487240961903734,0.406879030959788,-0.11977303357750235,0.16936387240803877,-0.11977303357750295,0.056464112421684975,-0.8763961096253376,-0.18285163257883327,0.38836788432831854,-0.5060586050517382,-0.2612951662460891,-0.5095651471247409,-0.2612951662460906,-0.4227038140926127,-0.7282750788554788,-0.5796383076265469
4,,4.0,0.8582303245155151,-0.055417213097566594,1.2087866600115442,-0.7279935268369472,1.1520563873300562,-0.27733113984282914,-0.5609933552596942,0.09880890077254477,-0.04114744508294105,-0.7736862055367764,-0.7924061304817303,-0.8216168808673843,-0.769438230290957,-0.27733113984282914,1.7509283552599801,-0.7430042030521418,0.18934324578422435,-0.5793572354539834,-0.10830513222680335,-0.7913658180270167,-0.11258178332564751,-0.27733113984282914,-0.6660807057378612,-0.4855575644128744,-1.1627734503254579,0.07294314050129483,-0.12434645976786965,0.6494227489826571,-0.12434645976787076,-0.23103664348689365,-0.9060203157793095,0.4241609095073461,-0.11578528429148753,0.10346416274750111,-0.22029601731729181,0.09457768023942682,-0.22029601731729304,0.1522976977245445,-0.8763961096253376,-0.14944800494941585,0.055704156696835344,-0.5293982102988372,-0.1857643397688117,-0.39892741111322827,-0.18576433976881257,-0.23103664348689365,-0.37278460500781774,-0.470596203937118
5,,5.0,1.125847032703566,-0.055417213097566594,1.213809026138816,-0.8298254880823142,1.1375749208363237,-0.27396764475973945,-0.5522360760531801,0.11561761566041891,-0.04114744508294105,-0.8517413381610823,-0.7945003999556027,-0.8692576350110627,-0.7718477351783719,-0.27396764475973945,-0.12488085077530096,-0.7807023773675574,0.3669293619691276,-0.5793572354539834,-0.10520941337944219,-0.8617235542327224,-0.11649661783846549,-0.27396764475973945,-0.5522360760531801,-0.4772218782476872,-0.9448658147839049,-0.3220347944496114,-1.7817514915345483,0.6388353228478322,-1.781751491534536,-0.4227038140926127,-0.28391198654590244,0.8427692451804552,0.46831033050332604,1.1295091164949684,-0.191076905545501,-0.18272880538536582,-0.19107690554550175,-0.23103664348689365,0.8418078473050248,0.4769125923476992,-0.20733227910480248,0.35301840346648267,-0.21355136859210364,-0.1731425293203649,-0.21355136859210477,2.452303744993173,1.1084257026907707,0.46351886377128726
6,,6.0,1.125847032703566,-0.055417213097566594,1.213809026138816,-0.8298254880823142,1.1375749208363237,-0.27396764475973945,-0.5522360760531801,0.11561761566041891,-0.04114744508294105,-0.8517413381610823,-0.7945003999556027,-0.8692576350110627,-0.7718477351783719,-0.27396764475973945,-0.12488085077530096,-0.7807023773675574,0.3669293619691276,-0.5793572354539834,-0.10520941337944219,-0.8617235542327224,-0.11649661783846549,-0.27396764475973945,-0.5522360760531801,-0.4772218782476872,-0.3620595942822365,-0.8247339843871283,-0.043941931643281654,-0.6619448272595504,-0.04394193164328254,0.2481312830274041,2.026776093463895,-0.45112096206220126,1.0098559336243451,-0.7107289895262986,0.016552023874757963,-0.8886861120252306,0.016552023874757012,-0.4227038140926127,2.471139185773472,-1.0125116717204738,0.8628649842057827,-0.8112688275138019,-0.02373108357978999,-0.8591322387915988,-0.02373108357979109,0.2481312830274041,1.078801496536799,-0.9504324062648772
7,,7.0,1.125847032703566,-0.055417213097566594,1.2140905971543496,-0.8294790731342535,1.1571490934004138,-0.27733113984282914,-0.5609933552596942,0.1352216212163711,-0.04578819724805176,-0.8517413381610823,-0.7947068786473235,-0.8681980914359588,-0.7716473503905747,-0.27733113984282914,-0.245731303825193,-0.780602194215761,0.3669293619691276,-0.5793572354539834,-0.10524086143988494,-0.8618187211018956,-0.10963954814872297,-0.27733113984282914,-0.5609933552596942,-0.4704274134875519,0.6165906742150337,-0.7475337516467239,-0.07380779055310419,-0.7253652996903646,-0.07380779055310503,-0.23103664348689365,-0.19503936808398714,-0.7779751876269895,1.0098559336243451,-0.6999568640276375,0.017337359685225068,-0.8660106956067927,0.017337359685224134,3.21897242741605,1.7601582380781493,-0.9675615420616928,0.9067043901727225,-0.7807478052675956,-0.02992137761523658,-0.8565103726717423,-0.029921377615237606,-0.23103664348689365,0.1900753119176458,-0.9708727083368728
8,,8.0,1.125847032703566,-0.055417213097566594,1.213809026138816,-0.8298254880823142,1.1375749208363237,-0.27396764475973945,-0.5522360760531801,0.11561761566041891,-0.04114744508294105,-0.8517413381610823,-0.7945003999556027,-0.8692576350110627,-0.7718477351783719,-0.27396764475973945,-0.12488085077530096,-0.7807023773675574,0.3669293619691276,-0.5793572354539834,-0.10520941337944219,-0.8617235542327224,-0.11649661783846549,-0.27396764475973945,-0.5522360760531801,-0.4772218782476872,-0.28340654240037416,-0.8202455987626862,-0.6829973983548517,-0.14852045666771174,-0.682997398354855,-0.4227038140926127,-0.6394024603935635,-0.17888787973449366,0.4515482046924374,-0.45578868605798634,-0.0672479267244966,-0.5941915983087558,-0.06724792672449761,1.302300721358859,-0.37278460500781774,-0.5672147679588937,-0.7965854710721972,0.2013109693603393,-0.25205592141706434,-0.05755663360293957,-0.25205592141706595,0.9189663801474208,-0.4320330173157612,0.08711341956718731
9,,9.0,0.7830501394407215,-0.010120970331129858,0.9723112055990142,-0.2667243911391138,0.9079681660576959,-0.27396764475973945,-0.4453972697337104,0.06946853399635798,-0.3328960645295678,-0.712617163949884,-0.8229893188647235,-0.31870678447954087,-0.7989338935679323,0.7518983555826165,-0.4453972697337104,-0.6029745084091728,-0.7855240923666993,-0.5166704709111469,-1.1305431855940236,0.7998313057023111,-1.091344173302506,-0.27396764475973945,-0.8727524950115896,-0.2899612848117031,-0.19959591334593085,-0.44501656055932537,-0.8906494258871831,-0.028234003116456886,-0.8906494258871939,-0.4227038140926127,-0.8171476973173941,-0.2193017000291438,-1.9067539574702865,-0.8103711503889135,-2.8716590077904542,1.4742725902183347,-2.87165900779045,-0.4227038140926127,-0.965268728087253,0.6129067664356052,0.904125601586432,0.005617356134663027,0.7231925665106441,-0.19134422467700446,0.7231925665106543,-0.4227038140926127,-0.6986508727015073,-0.32482844232823627
